Y_GENERAL;Y_AXE;Y_DATECOMPTABLE;Y_NUMEROPIECE;Y_NUMLIGNE;Y_SECTION;Y_EXERCICE;Y_DEBIT;Y_CREDIT;Y_REFINTERNE;Y_LIBELLE;Y_NATUREPIECE;Y_QUALIFPIECE;Y_TYPEANALYTIQUE;Y_VALIDE;Y_ETAT;Y_REFEXTERNE;Y_DATEREFEXTERNE;Y_UTILISATEUR;Y_CONTROLEUR;Y_DATECREATION;Y_DATEMODIF;Y_SOCIETE;Y_ETABLISSEMENT;Y_BLOCNOTE;Y_VISION;Y_AFFAIRE;Y_REFLIBRE;Y_DEVISE;Y_DEBITDEV;Y_CREDITDEV;Y_TAUXDEV;Y_DATETAUXDEV;Y_POURCENTAGE;Y_TOTALECRITURE;Y_CONTROLE;Y_TRACE;Y_QTE1;Y_QTE2;Y_QUALIFQTE1;Y_QUALIFQTE2;Y_JOURNAL;Y_NUMVENTIL;Y_POURCENTQTE1;Y_POURCENTQTE2;Y_TOTALDEVISE;Y_TOTALQTE1;Y_TOTALQTE2;Y_TYPEANOUVEAU;Y_TYPEMVT;Y_QUALIFECRQTE1;Y_QUALIFECRQTE2;Y_ECRANOUVEAU;Y_CONFIDENTIEL;Y_CREERPAR;Y_EXPORTE;Y_LIBRETEXTE0;Y_LIBRETEXTE1;Y_LIBRETEXTE2;Y_LIBRETEXTE3;Y_LIBRETEXTE4;Y_LIBRETEXTE5;Y_LIBRETEXTE6;Y_LIBRETEXTE7;Y_LIBRETEXTE8;Y_LIBRETEXTE9;Y_TABLE0;Y_TABLE1;Y_LIBREDATE;Y_LIBREBOOL0;Y_LIBREBOOL1;Y_CONSO;Y_LIBREMONTANT0;Y_LIBREMONTANT1;Y_LIBREMONTANT2;Y_LIBREMONTANT3;Y_TABLE2;Y_TABLE3;Y_CONTREPARTIEGEN;Y_CONTREPARTIEAUX;Y_AUXILIAIRE;Y_PERIODE;Y_SEMAINE;Y_SOUSPLAN1;Y_SOUSPLAN2;Y_SOUSPLAN3;Y_SOUSPLAN4;Y_SOUSPLAN5;Y_SOUSPLAN6;Y_ENTITY;Y_DATPER;Y_REFGUID
61100000;A1 ;2019-01-09T00:00:00.0000000;1;31;900000;002;88,0000;0,0000;QBD-363743;PAYFIT;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:23.0000000;001;001;;-;;;EUR;88,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;88,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;88,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;2;;;;;;;0;1900-01-01T00:00:00.0000000;E9BEA783-3CC5-4F12-9841-51C95A518C88
62510000;A1 ;2019-01-09T00:00:00.0000000;1;34;900000;002;7,8200;0,0000;QBD-405798;TRANSOPCO;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:23.0000000;001;001;;-;;;EUR;7,8200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;7,8200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;7,8200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;2;;;;;;;0;1900-01-01T00:00:00.0000000;B2340A6E-2C49-4846-BF2E-12C6A0A29E39
62510000;A1 ;2019-01-11T00:00:00.0000000;1;36;900000;002;85,9800;0,0000;QBD-158509;VUELING;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:24.0000000;001;001;;-;;;EUR;85,9800;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;85,9800;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;85,9800;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;2;;;;;;;0;1900-01-01T00:00:00.0000000;C41F3076-A002-4D57-BDDB-3B21AD0930B4
62560000;A1 ;2019-01-12T00:00:00.0000000;1;39;900000;002;13,8200;0,0000;QBD-308419;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:25.0000000;001;001;;-;;;EUR;13,8200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;13,8200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;13,8200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;2;;;;;;;0;1900-01-01T00:00:00.0000000;A9B8764D-1DF1-4854-ADDA-F71008E7A5C1
61351000;A1 ;2019-01-14T00:00:00.0000000;1;40;900000;002;158,9200;0,0000;QBD-224173;FREELANCER;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:27.0000000;001;001;;-;;;EUR;158,9200;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;158,9200;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;158,9200;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;056D6AFF-AECD-466C-8850-AE7713DFD159
62510000;A1 ;2019-01-16T00:00:00.0000000;1;43;900000;002;10,4500;0,0000;QBD-106734;TRANSOPCO;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;10,4500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;10,4500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;10,4500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;18661A36-41E3-41B8-83F8-A9D2401EC8F6
61351000;A1 ;2019-01-16T00:00:00.0000000;1;45;900000;002;98,1500;0,0000;QBD-185955;FREELANCER;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;98,1500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;98,1500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;98,1500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;D7B228B4-D3BA-4445-98B8-86B755A07FF7
62560000;A1 ;2019-01-16T00:00:00.0000000;1;49;900000;002;10,4500;0,0000;QBD-245279;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;10,4500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;10,4500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;10,4500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;8A8C7B60-FCCE-4F26-AF16-A5030D57FD03
62510000;A1 ;2019-01-16T00:00:00.0000000;1;52;900000;002;12,5000;0,0000;QBD-282010;TRANSOPCO;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;12,5000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;12,5000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;12,5000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;9A566C09-3BD2-4367-AAEC-61447BE062F6
60630000;A1 ;2019-01-17T00:00:00.0000000;1;54;900000;002;250,7400;0,0000;QBD-124873;VISTAPRINT;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;250,7400;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;250,7400;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;250,7400;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;735C06E1-51C6-4AE6-B340-C2A29400255B
62510000;A1 ;2019-01-17T00:00:00.0000000;1;57;900000;002;6,6700;0,0000;QBD-181616;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:28.0000000;001;001;;-;;;EUR;6,6700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;6,6700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;6,6700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;C6D7559D-286F-487E-8B6D-D3E5C0691954
62560000;A1 ;2019-01-19T00:00:00.0000000;1;60;900000;002;55,0000;0,0000;QBD-343826;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:30.0000000;001;001;;-;;;EUR;55,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;55,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;55,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;3;;;;;;;0;1900-01-01T00:00:00.0000000;F51F5AA6-032F-48CA-B8CB-F686FD242CDA
62370000;A1 ;2019-01-23T00:00:00.0000000;1;64;900000;002;59,9900;0,0000;QBD-100806;LINKEDIN;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:33.0000000;001;001;;-;;;EUR;59,9900;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;59,9900;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;59,9900;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;B98E1CDF-19CA-469C-A611-D7B49F94A08B
62510000;A1 ;2019-01-23T00:00:00.0000000;1;66;900000;002;9,1700;0,0000;QBD-217702;Voyages et dÚplacements;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:33.0000000;001;001;;-;;;EUR;9,1700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;9,1700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;9,1700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;36ABE679-751F-47A4-8E2D-353EA8A57C92
62264000;A1 ;2019-01-23T00:00:00.0000000;1;69;900000;002;1000,0000;0,0000;QBD-420103;AUTEUIL AUDIT;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:33.0000000;001;001;;-;;;EUR;1000,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;1000,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;1000,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;0E1BD569-6CD0-4418-B8FE-B073B4C2266F
62560000;A1 ;2019-01-24T00:00:00.0000000;1;73;900000;002;29,4500;0,0000;QBD-168769;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;29,4500;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;29,4500;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;29,4500;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;5A2315EC-561A-4796-B8D4-B31461148690
62560000;A1 ;2019-01-24T00:00:00.0000000;1;76;900000;002;84,6400;0,0000;QBD-190903;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;84,6400;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;84,6400;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;84,6400;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;71D46F24-953B-4F19-8C92-3BD6AE0E90C9
62560000;A1 ;2019-01-24T00:00:00.0000000;1;79;900000;002;24,0000;0,0000;QBD-305515;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;24,0000;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;24,0000;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;24,0000;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;0984B6F7-A26F-4E3E-B0A4-354F07FD4256
61351000;A1 ;2019-01-24T00:00:00.0000000;1;82;900000;002;11,8300;0,0000;QBD-412051;ATLASSIAN;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;11,8300;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;11,8300;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;11,8300;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;75C36F70-899A-483D-9CC1-928C88725EB9
61351000;A1 ;2019-01-24T00:00:00.0000000;1;84;900000;002;14,5700;0,0000;QBD-437645;YESWARE;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:34.0000000;001;001;;-;;;EUR;14,5700;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;14,5700;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;14,5700;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;788EC378-68E3-4063-AE79-1C08ED1F3D26
62560000;A1 ;2019-01-25T00:00:00.0000000;1;86;900000;002;31,9100;0,0000;QBD-130589;Missions (repas, restaurants,;OD ;N  ;-;X;0000000000;;1900-01-01T00:00:00.0000000;DA1;;2021-05-11T00:00:00.0000000;2021-05-11T10:27:36.0000000;001;001;;-;;;EUR;31,9100;0,0000;1,0000;2021-05-11T00:00:00.0000000;100,0000;31,9100;-;;0,0000;0,0000;...;...;AC ;1;0,0000;0,0000;31,9100;0,0000;0,0000;;DIV;;;N  ;0;EXP;---;;;;;;;;;;;;;1900-01-01T00:00:00.0000000;-;-;;0,0000;0,0000;0,0000;0,0000;;;;;;201901;4;;;;;;;0;1900-01-01T00:00:00.0000000;E687AB61-AD15-47C1-AEBB-6A58060AC00E
